datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,bike_availability,peak_hour_flag,temp_variation,humidity_index,wind_factor,user_satisfaction,ride_duration,maintenance_flag,special_event_flag,traffic_level,energy_consumption,pollution_index,seasonal_effect,daily_peak_usage,weekend_usage_flag
07-08-2011 22:00,3,0,0,1,28.7,33.335,89,12.998,21,82,103,24,1,-0.7437843758118472,31.90834070887484,15.985745524932913,2.670650330955643,40,1,0,3.3496676777604426,2.120108067064007,203.8586336111832,0.28537034732668776,43,1
07-08-2011 23:00,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,2,1,-2.7853141696812997,17.69756298664206,9.857359576768303,1.2791410519306838,45,1,1,3.0860745226663977,3.7101371192995263,181.23112858412748,-0.5789920744146027,79,0
08-08-2011 00:00,3,0,1,1,28.7,33.335,79,7.0015,13,17,30,32,0,-4.137338589369035,63.783420368207025,18.483339144601725,2.1753425550317083,8,1,1,7.776328846318789,3.2441151721589816,237.86347392513255,-0.6418056623755464,66,0
08-08-2011 01:00,3,0,1,1,27.88,31.82,83,8.9981,4,8,12,3,0,-0.8328088502695099,78.6996118766629,3.381465643294428,4.801459778194606,54,1,1,9.867362644946306,1.8899443192299612,152.8254531412989,-0.11548363103030845,22,1
08-08-2011 02:00,3,0,1,1,27.06,29.545,89,0.0,4,3,7,24,1,1.1797304684730738,75.32341656014168,19.833279277567538,3.938949792903608,18,0,1,9.991839737786593,3.3424946512644595,260.32475005337335,0.0416997301548494,25,1
08-08-2011 03:00,3,0,1,1,27.06,29.545,89,0.0,1,0,1,19,0,1.6537770915150771,71.87071927870923,14.336380900214927,4.022398076734625,50,0,1,3.85943461678392,0.5138898942004609,12.457770319922057,0.3765914162664801,60,1
08-08-2011 04:00,3,0,1,1,27.06,29.545,89,7.0015,2,8,10,33,1,4.627369113972566,5.052997543796711,1.9675582723848528,1.537945530644158,58,1,0,7.9309871647495935,3.519573823249236,239.64744550842343,0.5205738994692546,73,0
08-08-2011 05:00,3,0,1,1,28.7,33.335,79,6.0032,1,14,15,25,1,-3.4685191633624255,78.21595192204462,10.73183008276337,3.314743616129934,33,0,0,2.79124979186132,4.0177574507820975,5.30286462151418,0.7377547597908396,71,1
08-08-2011 06:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95,4,1,4.85773665197552,50.18786412518581,14.217527369247968,2.555341705824725,32,0,0,1.4301672164331647,0.5309748134730762,99.00168576952537,-0.32217923872594256,20,0
08-08-2011 07:00,3,0,1,1,29.52,34.09,62,19.9995,18,249,267,34,1,1.5467588057222788,64.90860200315169,12.260445233565061,3.9367206183109786,29,0,0,6.399538774483338,3.473003130989708,135.74697642220724,0.008210831098253601,22,1
08-08-2011 08:00,3,0,1,1,30.34,34.09,58,22.0028,29,320,349,27,1,-0.45770942292798544,95.64246245392265,8.478987978849604,1.6283428376702496,27,0,0,4.768987670715417,2.973904158690539,166.02512122119742,0.7267050616313591,79,1
08-08-2011 09:00,3,0,1,1,31.16,34.85,55,26.0027,37,146,183,28,1,3.881942258481594,81.0672538474056,4.962857119251094,2.1276850018079676,37,1,0,5.936863226492326,1.7729493541791033,271.1103855466587,-0.0732832896936444,87,0
08-08-2011 10:00,3,0,1,1,32.8,37.12,52,26.0027,62,62,124,8,0,1.944797419533928,82.53720092260049,4.764589867551834,4.594291097993747,34,1,0,3.6629948729234973,1.3908717314661039,269.9429700389741,-0.7235622695948467,58,1
08-08-2011 11:00,3,0,1,1,33.62,37.12,48,23.9994,90,89,179,37,0,-1.5128278514298477,18.146721887817165,18.539007429245007,1.679118466297508,13,0,1,3.0205139276070025,4.808491103654734,246.39438391630574,-0.1291595572778319,41,0
08-08-2011 12:00,3,0,1,1,33.62,37.88,46,16.9979,48,134,182,49,1,3.8408569657646154,47.64171263230645,4.69481501366011,3.529648044247591,42,0,1,9.277902984568401,2.667219934831914,295.1031848686868,0.5397325093579308,69,1
08-08-2011 13:00,3,0,1,1,34.44,37.88,44,19.9995,43,108,151,5,1,1.6661545681953482,94.93254850103558,19.248100681064535,2.260607516754742,29,0,0,8.835098609347833,2.5607680937027104,89.46481201048691,-0.06119526774135653,29,0
08-08-2011 14:00,3,0,1,1,33.62,37.12,43,19.9995,41,109,150,18,1,1.9883735579421948,58.268525207070546,4.2045176928507955,1.3275411447024141,22,1,0,1.2378299602240506,4.309731334585822,221.735904212058,-0.509827635349807,38,0
08-08-2011 15:00,3,0,1,1,34.44,37.88,41,19.9995,40,86,126,43,0,3.9638988808602615,10.25863697642383,7.685675574459239,1.8947295647230713,47,0,1,6.523125025218869,2.222212530111219,19.06367519525243,0.8828571501218063,34,0
08-08-2011 16:00,3,0,1,1,35.26,38.635,39,19.0012,64,218,282,10,1,-0.5158379203094476,73.18198248852413,0.24646852833384303,4.4776373231931,11,1,0,3.5785666612574563,4.125636934034508,95.84795271764659,-0.390582929944312,21,1
08-08-2011 17:00,3,0,1,1,35.26,38.635,39,11.0014,67,460,527,1,1,1.5690410595975655,4.29268471050499,18.06287878793688,4.642198310503934,28,1,1,5.675296692849417,3.053911175561488,97.16699999167953,0.03860328605030272,37,1
08-08-2011 18:00,3,0,1,1,34.44,37.88,41,8.9981,64,465,529,46,1,2.4468902163778044,74.22972670037386,2.087033506640279,2.679334372866872,44,0,0,2.071969341322882,1.4485524606903222,78.38292174455378,-0.29370960876258057,32,1
08-08-2011 19:00,3,0,1,1,33.62,37.12,43,7.0015,64,352,416,43,0,-0.4605994186921851,87.97726271226475,7.146585188441414,3.483603743911382,25,1,1,7.236519834903627,2.0783980104938067,292.91152780468207,-0.16609455470592538,53,1
08-08-2011 20:00,3,0,1,1,32.8,37.88,55,0.0,71,215,286,43,1,-4.165478842622066,42.525014061333486,16.850364286505258,3.081992386772484,59,1,1,3.098028171623323,0.603537341116595,283.37948006092125,0.2866519134343457,62,0
08-08-2011 21:00,3,0,1,1,31.16,35.605,58,6.0032,30,156,186,8,0,2.714397690943607,41.36128629850872,15.837958774959038,2.118776211281235,59,0,0,6.885436002599251,2.4796836195264307,117.94502223496787,-0.03757895291404578,97,0
08-08-2011 22:00,3,0,1,1,31.16,35.605,58,7.0015,26,121,147,20,0,-4.521836472566382,30.421137725472658,16.83002040142518,2.379181273585398,39,0,0,1.4320825605832854,4.7148861859614986,111.41784721471805,-0.7957145355023258,38,0
08-08-2011 23:00,3,0,1,1,30.34,34.85,66,7.0015,19,53,72,23,1,2.179144017227382,87.69382851037328,18.282151815499063,3.107281956207907,47,0,1,1.3369438256480204,3.343802256476011,146.21161829409502,0.01725177472841266,89,1
09-08-2011 00:00,3,0,1,1,29.52,34.85,79,8.9981,10,25,35,33,0,4.108752085245531,54.77846040483869,18.221415772993986,3.7814481826102413,15,1,0,3.476841778028088,3.1006338904552795,128.26046863923543,-0.40381743468991993,77,1
09-08-2011 01:00,3,0,1,1,29.52,34.09,66,0.0,5,9,14,21,0,-1.530310016299815,57.925994063461886,15.409983289078182,2.3994246896166778,6,0,0,9.971843686049139,4.413474989659772,90.60289891418465,0.26198156240917747,96,1
09-08-2011 02:00,3,0,1,1,29.52,34.09,70,0.0,9,3,12,2,0,-3.979382148621732,66.17073908499546,11.648473288602402,3.795659500662235,19,1,1,8.610436618668206,1.0498981394831728,79.00704843912378,-0.6366724195065028,29,0
09-08-2011 03:00,3,0,1,1,29.52,34.09,62,0.0,0,3,3,11,1,-2.671360102091589,30.023094756287705,11.230985332762229,4.843923267598642,19,1,1,6.207695199289404,4.083854483732078,279.18477114100136,0.16396765186678586,74,1
09-08-2011 04:00,3,0,1,1,28.7,33.335,74,0.0,1,6,7,27,0,0.6228156412539239,43.27863113504118,0.25839069266585746,1.0982286307450173,9,0,0,3.0884525678390826,3.6390788435434893,60.18026867288444,-0.09995776686358804,96,1
09-08-2011 05:00,3,0,1,1,28.7,32.575,65,6.0032,5,25,30,29,1,4.426597431060863,74.16057622062988,14.451405361193924,1.6553481170040865,56,1,1,1.640431007477321,2.882595266404156,119.30845650853668,0.6163392755053771,33,0
09-08-2011 06:00,3,0,1,1,29.52,33.335,64,0.0,6,95,101,25,1,0.12282729886116783,98.54869685389853,4.533534304786706,4.66508483211522,44,1,0,7.4391128635245956,2.233129012146065,207.45132628998644,-0.3219015044646205,18,1
09-08-2011 07:00,3,0,1,1,29.52,34.85,74,7.0015,30,313,343,47,1,-3.872627118033037,3.4305540064530238,16.573948377867918,1.2862788402212026,20,1,1,2.0413893642089365,0.659575743044698,291.95115307820095,-0.7998864269859729,21,1
09-08-2011 08:00,3,0,1,1,30.34,34.85,66,0.0,40,352,392,20,0,1.27783173716338,4.264849794656744,11.076081703184428,4.0601870082608045,48,1,0,4.114277416134654,3.281093235424578,212.8984833554626,-0.8295096100538351,42,0
09-08-2011 09:00,3,0,1,2,31.98,37.12,62,8.9981,34,141,175,27,1,2.328449367879414,42.80824819829282,19.74495759797564,3.4959130099011912,50,1,0,5.291942168562667,3.0618748597249925,163.10737469848158,-0.09919182597628051,12,0
09-08-2011 10:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144,25,0,-1.0671633000720906,65.96218348096133,4.205469682087051,1.190803616445995,25,1,0,0.9254637265156873,1.7812626628715498,139.0720169796581,0.03568033737774012,90,0
09-08-2011 11:00,3,0,1,1,32.8,38.635,59,15.0013,61,88,149,32,0,2.215140643454145,38.63646248353169,14.469307224537378,1.0029098602870765,49,1,1,7.793776657040001,1.7355020105175765,193.45115038674356,-0.24971400352465567,75,0
09-08-2011 12:00,3,0,1,1,33.62,39.395,56,12.998,60,125,185,20,0,-1.7517718486081026,99.96386539651793,10.950675370186415,3.007996570176167,13,1,1,9.41277713959313,2.1092815345723155,205.92635882348208,0.5750309809290053,56,0
09-08-2011 13:00,3,0,1,1,34.44,39.395,49,11.0014,48,127,175,34,0,2.890901515964134,19.535925808613584,18.63613689186774,1.4693817031994314,11,0,1,1.466732160896902,2.450266796664496,297.8630971836896,0.33056907225172516,12,1
09-08-2011 14:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148,33,1,-1.5892784042993102,0.7925458007427499,5.319874164238225,4.488862236950727,31,0,1,8.675614206319935,3.821451368254681,104.80156276935834,0.13084435111921677,78,1
09-08-2011 15:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164,40,1,-2.4389290839937408,19.01293623127691,1.188751951609066,2.92309863451418,21,0,0,4.8471169981530435,2.805436826413348,63.73101809165086,0.22228863681249034,96,1
09-08-2011 16:00,3,0,1,1,35.26,38.635,39,19.9995,57,228,285,46,0,3.791814058915751,88.6842375101301,10.877312666054191,1.9377758451270375,6,1,0,1.3578335231572902,1.1760900811089892,127.55708375647957,0.5268040131184963,56,0
09-08-2011 17:00,3,0,1,1,32.8,37.88,55,11.0014,79,453,532,17,1,0.48473421175396236,14.514899286846461,10.43226042081783,1.6728195294160728,44,0,1,6.078108037731873,4.511336088071755,73.86914029264508,0.21588242450641104,66,1
09-08-2011 18:00,3,0,1,1,32.8,37.88,55,12.998,97,488,585,10,1,-2.1484371125831525,47.897478030664075,6.234144399879195,4.343090471851656,30,0,0,9.302542794146765,2.6564763887625387,13.842868733894875,-0.554509046008536,66,0
09-08-2011 19:00,3,0,1,1,32.8,37.12,49,7.0015,69,302,371,22,1,4.350868896470674,41.92761807214481,19.730755953674162,3.874955037271902,49,1,1,9.573880979447257,4.537746310058339,290.1891779280703,-0.18771339116958607,18,1
09-08-2011 20:00,3,0,1,1,32.8,36.365,43,12.998,34,258,292,47,0,1.9085117546604922,66.57253212911289,1.3942284830825091,3.8718510911677115,12,0,0,7.197709046658235,3.258517799256973,18.32736121603181,-0.7276884239945343,63,0
09-08-2011 21:00,3,0,1,1,31.98,34.85,46,16.9979,46,184,230,21,1,-2.792996003444328,5.459558641945295,11.39040195900102,1.341226990760096,54,0,1,4.9357349129741195,3.0612604271087323,144.43677868789408,0.7425681818014729,94,0
09-08-2011 22:00,3,0,1,1,31.98,34.85,46,19.9995,28,127,155,16,0,1.1464235459278065,65.87501710662261,5.204338237414861,3.4980712008316286,49,0,0,1.866837497314917,2.0039244475348905,143.38264467391554,-0.562794642873131,87,1
09-08-2011 23:00,3,0,1,1,31.16,34.09,48,19.0012,22,53,75,4,1,3.703588312890245,35.47516439823354,0.03824023313913516,4.4779303325234565,59,1,1,5.999362977590808,4.870640224774649,55.61666171065578,0.2005127864721683,57,1
10-08-2011 00:00,3,0,1,1,30.34,33.335,51,15.0013,19,18,37,43,0,1.9615314254005742,92.60395590824987,19.756982749699418,4.063602515943778,44,1,1,6.133903899480813,4.924757217875035,173.25408886094584,-0.8928713767173042,30,1
10-08-2011 01:00,3,0,1,1,29.52,33.335,54,12.998,7,10,17,10,0,-2.552408492398696,84.88873295859058,9.632256734180693,1.4726267437298382,20,1,0,1.1108734768449968,2.1327951907985723,247.32398757203572,-0.36444577830278657,87,0
10-08-2011 02:00,3,0,1,1,29.52,33.335,54,11.0014,1,10,11,29,0,1.488483286945148,39.95062484775861,17.143809869923622,4.797117478223969,24,1,0,2.5377851125554574,4.0529906202888615,262.9096433613357,0.7900094393847648,44,0
10-08-2011 03:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4,14,1,1.191593727202008,99.28918435178527,16.801344793022704,1.278937490870058,36,1,1,3.073352173531081,1.7147117473696243,109.75735385094923,0.5883979379955615,48,1
10-08-2011 04:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5,26,0,3.208436635786887,5.194375265624718,16.245567333283386,3.2276172619024264,36,1,0,8.596307452758927,3.262085627831472,58.25680003491001,-0.8139364348129912,49,1
10-08-2011 05:00,3,0,1,1,27.88,31.82,61,6.0032,2,30,32,34,1,-3.218674030033002,78.86322200641908,9.180345054962551,4.780049328971677,39,1,1,5.834476298925306,3.5189100816653136,152.08888299156587,0.11612984372853874,56,1
10-08-2011 06:00,3,0,1,1,27.88,31.82,61,0.0,9,110,119,32,0,1.9963466700135992,43.38365240273626,17.918526357100447,4.289026914362089,19,1,1,2.439169022903105,4.929836215444333,36.52875785361832,-0.23189852486404816,75,1
10-08-2011 07:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305,19,1,-4.72629307866298,43.33051445875854,7.345444581030208,3.7233159787648122,46,0,1,3.100520129475819,1.7970239986322927,255.0788260180804,-0.7297723863655681,32,0
10-08-2011 08:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399,15,0,1.961753006357676,17.013379814534268,8.167738365354072,4.425374659357232,54,0,1,1.458969386449458,3.6767089270672857,138.08370234958704,0.6365882380224768,45,1
10-08-2011 09:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180,33,1,4.604373039385569,51.48799199722609,5.114103917015349,3.6931252612213847,36,0,0,0.4426468522653526,1.6046563843813297,266.9167332395002,0.739816570711918,84,1
10-08-2011 10:00,3,0,1,1,32.8,36.365,43,15.0013,41,72,113,1,0,-3.2561173375038255,8.471849688008525,8.961701518051619,1.2197952590405836,34,0,0,5.097448101067278,0.662534248390001,11.301842540822072,0.009149728313596395,10,1
10-08-2011 11:00,3,0,1,1,32.8,35.605,41,26.0027,54,95,149,34,0,-1.8870022718099113,61.65771790003773,19.7300040562282,2.4034877815779017,23,0,0,0.3184202066067088,1.7825824104844048,253.77395968840818,-0.6201034217074957,22,0
10-08-2011 12:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240,39,0,0.828715720285512,24.159044085388725,11.464813245071873,2.708490113958808,28,0,0,9.92043574360445,4.0388688268146,77.88291018863292,-0.16096970770097685,32,0
10-08-2011 13:00,3,0,1,1,33.62,36.365,38,19.0012,41,150,191,27,1,2.3239504585725568,72.48580457693701,16.62195499039131,3.185509043921033,6,1,1,7.72337410287809,4.716116004398753,286.6501397351584,-0.9349805043313233,85,1
10-08-2011 14:00,3,0,1,1,34.44,36.365,34,22.0028,62,116,178,46,0,-1.5562860959546567,60.73615182565727,5.2668583509049105,1.9185617558925019,25,0,1,7.778718936333361,0.6175820088300437,23.145018351750068,0.40525768561018927,15,0
10-08-2011 15:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194,38,0,1.6425897714013757,74.64050087514458,19.11841383719046,4.524689679436786,46,1,1,7.545157758509852,1.0042984124277703,251.56384036954483,0.8065222483661405,23,0
10-08-2011 16:00,3,0,1,1,35.26,37.12,26,19.9995,76,206,282,5,0,3.9927879253633307,74.97420702342113,0.2634643743439158,1.9148026504859614,20,0,0,6.411106313720307,2.1642017341971855,160.15837037801705,-0.9686233138842535,95,0
10-08-2011 17:00,3,0,1,1,34.44,35.605,26,19.9995,71,513,584,8,0,2.2655878722426195,19.67090452204412,18.604904378299835,3.6303746577233817,44,0,0,0.6997132978375897,2.5363160933673172,58.22726926851918,0.3095877139791108,69,1
10-08-2011 18:00,3,0,1,1,33.62,35.605,28,19.9995,70,489,559,19,1,2.110227176022441,0.06747294865960818,17.960077806111013,4.506429736954595,43,1,1,4.559849184296025,4.676620886565338,129.35978831538213,-0.8221163912741494,63,0
10-08-2011 19:00,3,0,1,1,32.8,34.85,26,16.9979,79,334,413,0,0,-1.180293415833841,36.576125939273766,1.3471243288044965,3.9312522325131196,40,0,0,2.789604804744555,0.5937917407198062,91.05576860362454,-0.537159884825791,46,1
10-08-2011 20:00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312,7,0,4.114293088382009,91.9069215796509,12.096934546193314,1.5440505267280251,45,0,0,2.982268992260022,4.320509728692761,71.48311823059515,0.07061833074992463,33,0
10-08-2011 21:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209,22,1,-2.226770580389222,57.789938463583425,15.704881049312384,4.805576740192541,6,1,0,3.7070921405317305,2.8150737660587386,186.48305501603275,-0.360190359776023,79,0
10-08-2011 22:00,3,0,1,1,30.34,32.575,37,0.0,17,122,139,2,1,-2.9471964338029935,72.75020056250169,8.076157618863466,1.3676663228830974,20,1,1,3.2066314317615685,1.4663564838846306,202.62121542451808,-0.9882293957708912,77,0
10-08-2011 23:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108,3,1,-1.3577606627349614,87.9570337523553,1.8371462800410687,1.800268958898804,33,1,1,6.622064945815955,1.3825016635027048,31.93935491908969,0.9655078236342165,61,0
11-08-2011 00:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46,24,0,1.5015622073849402,90.60582477246972,16.587998550500625,1.556972376092467,11,1,0,0.07451204366029418,0.7249260487600391,217.58069772638956,-0.6576273209381192,49,0
11-08-2011 01:00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26,46,1,3.6167798619450675,52.902515730942724,9.329966350853864,3.667668218575554,59,0,1,3.6627237068078533,1.6077263427419728,144.90255843772678,0.05467931292459838,48,1
11-08-2011 02:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11,37,1,-3.6792121765268293,54.09420849120551,5.265002028338048,4.229640299096101,19,1,1,9.444481593464987,4.88561874982461,159.02656449257486,0.03127504790300972,43,1
11-08-2011 03:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9,14,1,3.138021772601631,85.09388412331164,1.4171088085831118,1.952063449107539,27,0,1,2.578821934413522,4.090863735019187,223.11587252821053,0.8990136723578499,94,0
11-08-2011 04:00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5,20,0,3.128233946689951,80.74854352900137,12.803436892405735,4.916993958264094,59,0,1,6.213266305337459,4.830781576730554,129.54405950118783,0.5412032517990883,38,0
11-08-2011 05:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25,34,0,0.8691935659008614,69.88585999054455,0.8460372214514522,1.5569751695447462,9,1,0,5.6042109044047415,1.1985451822727005,178.06493177076845,0.11152073955709141,43,0
11-08-2011 06:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106,45,0,2.606479395780257,60.44642941163065,15.821877283680601,2.2634740587587174,5,1,0,4.892752543761983,2.9712030972336594,153.9115727096468,0.4728082648632985,99,1
11-08-2011 07:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307,13,1,-3.1811930184841266,61.72151025785602,15.415040086227238,2.9612369331974855,56,1,1,1.2218507248547372,4.694509680655643,35.622181617323164,0.6930854527799306,50,0
11-08-2011 08:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390,35,0,-3.3041399917928658,36.29113446233851,6.458854018709936,4.235390357755058,9,1,1,8.358380691667067,3.4706606251148395,128.31125857684128,-0.3531538032784469,79,0
11-08-2011 09:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197,11,1,3.6280003412872706,84.09177474016911,9.44574683749719,2.5061701241798473,17,0,1,5.672742876289516,0.5901204007718506,250.84188371846076,-0.7576573331671594,36,1
11-08-2011 10:00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132,16,1,-0.018515627654331013,61.777970508726085,13.384392116306945,1.719585397647149,30,0,1,5.38622091000414,0.8135372025628282,8.997912906116856,0.6223069702599129,86,1
11-08-2011 11:00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187,38,1,-2.540627857471509,22.3528062241531,19.182477121278396,2.8597450298552887,56,0,0,9.492168703854507,2.3983454824610853,10.080270873244423,-0.6172830856850695,70,1
11-08-2011 12:00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214,8,0,1.8873035760632373,23.984327850953836,10.40302049993918,2.905981157087365,17,1,0,0.828003664242456,2.2295420089029006,278.7630186121991,-0.3176495039978926,97,0
11-08-2011 13:00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217,34,1,3.9187516693422104,86.16030137732295,19.933594783075527,1.0648208045053082,36,1,0,4.915447736997347,4.50361806951466,246.0466467557481,0.7627168839040877,27,1
11-08-2011 14:00,3,0,1,1,32.8,34.85,29,0.0,39,103,142,12,1,1.3232264594424983,62.57075456365888,6.50211577643538,1.0835535753414955,59,0,1,7.06013832277769,4.011159246595913,1.0604240490632466,0.3302189653555163,85,0
11-08-2011 15:00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178,14,0,-1.526549570599828,39.87041284279318,10.529838932275206,2.1105552008575756,33,0,1,7.971527560268149,1.094686936039965,280.3633415496714,-0.826125245779016,74,1
11-08-2011 16:00,3,0,1,1,32.8,34.85,27,12.998,57,241,298,17,1,-0.16762234706985435,18.710075923528755,2.312311160334093,3.9648832832163112,22,1,0,0.008732516708741533,0.902741725642503,89.32341569852417,-0.5133573844315618,38,1
11-08-2011 17:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582,32,1,2.5226946094533957,61.02159732452017,11.12879148144744,2.463961194126958,6,0,0,6.821932328325394,4.401156739200763,135.14534637835843,-0.6893843997944429,87,1
11-08-2011 18:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571,5,1,-4.324987711276124,18.431038001950505,10.72626619122869,1.8448175438991328,31,1,0,9.55705822095833,2.523913420825647,70.61164388064206,-0.9363784109183957,63,0
11-08-2011 19:00,3,0,1,1,30.34,32.575,35,12.998,48,323,371,26,0,-2.828354840435577,47.016703121830105,16.976278289160803,1.4518985470266168,54,1,1,7.302388136116676,1.2618623919544292,53.06184572863805,-0.5662227854932469,82,1
11-08-2011 20:00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288,22,1,-0.3741681335055276,67.75105342412363,19.931031685042797,2.1220889119257906,46,1,1,4.190330156589716,4.543653455123426,36.84036016797585,0.2951937228156394,45,0
11-08-2011 21:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206,26,0,1.0424096409709875,56.54154343211207,19.72356224840493,2.925756881993005,7,1,1,8.760072850323649,3.741663449968496,209.05986109711432,-0.9720962364045249,25,0
11-08-2011 22:00,3,0,1,1,28.7,32.575,48,0.0,34,123,157,33,0,-1.6083440895767556,92.20999001262683,4.726023913702582,1.3735178842666298,57,0,1,8.786261377170826,1.2376907337551772,4.216756400615784,0.9248431932511341,68,1
11-08-2011 23:00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127,45,1,-2.016090781301193,3.9721201851768972,6.768911073249049,1.059735739166673,34,1,0,6.88215211960645,3.2282376263551096,116.66822202288446,-0.5328215412686412,47,0
12-08-2011 00:00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65,37,1,-4.586158043002787,27.979487585140284,5.493140006559029,1.5092281676907517,14,0,1,6.660879616856449,2.6117800730039527,136.34162415850471,-0.41635147588661825,85,1
12-08-2011 01:00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23,13,1,-4.673982279485525,5.708610123798108,3.9935910267474894,3.9519181111835398,13,0,1,3.4438084059099205,1.653146802524296,87.87560675254056,-0.9303674122721317,15,0
12-08-2011 02:00,3,0,1,1,25.42,31.06,57,12.998,0,15,15,35,1,-2.213051456971744,19.460423002149952,3.0027202643283313,2.8652389495266872,7,0,0,2.42500714883372,3.1598224771854624,75.08186264288669,-0.8607516774093529,20,1
12-08-2011 03:00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9,7,0,0.30506100089542976,12.398333584553068,10.23488025135729,2.7806689802709523,26,0,0,6.298121347776747,2.4809165751323623,184.36263738120502,0.9974731522577331,94,1
12-08-2011 04:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5,34,0,0.5637149644541148,73.26616270202314,17.449975647938064,1.0790105000490406,42,0,1,0.07882360112521525,3.0274324340895014,248.4833012839536,-0.3315616355482802,28,0
12-08-2011 05:00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26,18,1,-0.059725071331310886,36.9375941294398,11.797351365215917,3.843777922500498,15,1,0,8.429979620724962,1.8186460255204817,151.687803661442,0.35942522640494756,44,1
12-08-2011 06:00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76,29,0,-0.9011931599716574,92.50442712030205,17.453273005737294,1.8076355574399092,10,0,0,9.026977092639585,3.7634587149114807,213.5343328682452,0.5019118960446678,15,1
12-08-2011 07:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264,13,1,-2.4770841073867924,2.337772169207053,19.18989255833981,1.363462037166431,9,0,0,1.6402460344413416,2.4198481273342285,219.34861150137365,-0.012865620826281177,95,0
12-08-2011 08:00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426,19,1,-0.9930556840721785,65.2924184944178,7.662828419102031,4.368131617823095,34,0,0,5.725052827331016,4.159049310818915,272.2042830379216,-0.07468054825939885,73,1
12-08-2011 09:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205,48,1,-3.612400346144865,97.05448002654883,16.713356134342455,2.9424318228541195,18,0,1,1.7826769215481142,3.236405669479264,220.0714256988375,-0.32812838509106723,97,0
12-08-2011 10:00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130,24,1,-3.847407709739632,17.583871981001863,1.0467043787948849,3.995732325273306,6,1,0,4.945193761329887,1.595533556139718,81.27380345677318,0.4038310090841968,38,0
12-08-2011 11:00,3,0,1,1,31.16,33.335,29,0.0,48,108,156,39,0,-2.000567431862086,44.24322302855819,9.621463053764332,4.28753958441108,37,0,0,6.3842560823268,2.033641005791217,56.950182520245406,0.05088633622863892,96,1
12-08-2011 12:00,3,0,1,1,32.8,34.85,27,0.0,55,167,222,23,0,4.953487964272195,70.18898911702742,7.365930414677424,4.8584678995173025,41,1,0,3.9053677690567357,1.7898407118774717,272.4304980985542,-0.14619475690097938,37,1
12-08-2011 13:00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253,13,1,-1.7350305248360156,63.31379993231678,4.097037723284654,3.4947979922429733,12,0,0,8.948287477498152,2.116865696955121,229.9844980399361,-0.6966431344082087,92,0
12-08-2011 14:00,3,0,1,1,32.8,34.85,29,12.998,51,135,186,25,1,4.364563903551051,56.602713056567076,8.76785619286684,1.2731121380641497,14,1,1,8.911855277759058,1.2717408084165736,187.6026539701829,0.33528835385738054,58,1
